id,req_id,category,formalized_text,feature_group,original_text,assumptions,constraints,dependencies,detail_analysis,priority,validation_criteria
2043,REQ-6-005,Functional,"The system shall allow configuration of alerting thresholds for the tracked Key Performance Indicators (KPIs). It shall support configurable application log rotation and retention policies to manage disk space and ensure diagnostic data availability. The system must provide mechanisms to integrate with external log aggregation/analysis tools (e.g., ELK Stack, Splunk, Azure Monitor Logs, AWS CloudWatch Logs) and standard monitoring/observability platforms (e.g., Prometheus, Grafana, Azure Monitor, AWS CloudWatch) for real-time monitoring and alerting.",System Operations & Centralized Management,"Alerting thresholds for these KPIs will be configurable. Logs will be aggregated and analyzed using tools like the ELK Stack... Application log rotation and retention policies will be configurable... The system will support integration with standard monitoring and observability platforms (e.g., Prometheus, Grafana...)",,,,FALSE,high,
2044,REQ-6-006,NonFunctional,"The system shall implement distributed tracing, using OpenTelemetry standards, for requests that span multiple services within its hybrid architecture. The server-side application components shall be designed and deployed to achieve a target availability of 99.9% uptime, excluding scheduled maintenance periods.",System Operations & Centralized Management,"Distributed tracing (e.g., using OpenTelemetry) will be implemented for requests spanning multiple services within the hybrid architecture. The server-side application components will have a defined target availability (e.g., 99.9% uptime, excluding scheduled maintenance).",,,,FALSE,high,
2045,REQ-6-007,NonFunctional,"The system shall support the delivery of regular software updates, including new features, security patches, and compatibility improvements, via a secure mechanism (e.g., signed packages, secure download portal). A documented rollback strategy must be provided to allow reversion to a previous stable version in case of critical issues with an update. Each software update must be accompanied by comprehensive release notes detailing new features, improvements, bug fixes, and any breaking changes.",System Operations & Centralized Management,"Delivers new features, security patches, and compatibility improvements regularly... Updates will be delivered via a secure mechanism... A documented rollback strategy will be in place... Comprehensive release notes detailing new features, improvements, bug fixes, and any breaking changes will accompany each update.",,,,FALSE,high,
2046,REQ-6-008,Technical,"Software updates provided for the system shall be developed using a version control system (e.g., Git) and processed through a Continuous Integration/Continuous Deployment (CI/CD) pipeline that automates building and testing. The quality assurance process for updates must include comprehensive testing encompassing unit, integration, end-to-end, performance (against defined criteria), and security (SAST, DAST, penetration) testing prior to release.",System Operations & Centralized Management,"Development will use a version control system (e.g., Git)... A CI/CD pipeline... will automate building, testing, and deploying updates. The testing strategy will encompass unit tests..., integration tests..., end-to-end tests..., performance tests..., and security testing (SAST, DAST, penetration testing).",,,,FALSE,high,
2047,REQ-6-009,NonFunctional,"The system documentation shall provide clear guidance and recommendations for customer organizations regarding patching schedules, particularly for critical security vulnerabilities. It shall also outline best practices for defining internal responsibilities and procedures for testing updates in a staging environment, approving them for production, and applying them during scheduled maintenance windows, in alignment with their internal change management and IT security policies.",System Operations & Centralized Management,"The customer organization must adhere to vendor-recommended patching schedules... Organizational responsibilities for testing updates in a staging environment, approving them for production, and applying them during scheduled maintenance windows must be clearly defined.",,,,FALSE,medium,
2048,REQ-7-001,Functional,"The system shall integrate pre-trained predictive maintenance models, supporting ONNX format for interoperability, to analyze historical data and forecast equipment maintenance needs. The system shall support running these models on edge devices for low-latency predictions.",Advanced Analytics & Artificial Intelligence (AI/ML),Integrates pre-trained models (potentially in ONNX format for interoperability) to analyze historical data and forecast maintenance needs. Can run on edge devices for low-latency predictions.,,,,FALSE,high,
2049,REQ-7-002,Functional,"The system shall enforce and utilize clearly documented input data requirements for predictive maintenance models, including specific sensor data, operational parameters, data formats, expected data quality levels, and mechanisms for handling missing or anomalous input data.",Advanced Analytics & Artificial Intelligence (AI/ML),"Input data requirements for pre-trained models (e.g., specific sensor data, operational parameters, data formats, expected data quality levels including handling of missing or anomalous input data) will be clearly documented.",,,,FALSE,high,
2050,REQ-7-003,Technical,"The system shall support the execution of predictive maintenance models developed using AI/ML frameworks including TensorFlow, PyTorch, scikit-learn, and ML.NET, primarily through ONNX or other specified interoperable formats.",Advanced Analytics & Artificial Intelligence (AI/ML),"AI/ML frameworks such as TensorFlow, PyTorch, scikit-learn, or ML.NET will be utilized for model development and execution.",,,,FALSE,medium,
2051,REQ-7-004,Functional,"The system shall provide AI model management capabilities for predictive maintenance, including deploying and versioning models, monitoring model performance for drift (e.g., accuracy degradation), and supporting a retraining strategy. Integration with MLOps platforms (e.g., MLflow, Kubeflow, Azure ML, AWS SageMaker) shall be supported.",Advanced Analytics & Artificial Intelligence (AI/ML),"A comprehensive AI model management strategy will be defined, including processes for deploying and versioning pre-trained models, monitoring their performance over time for drift, and outlining a retraining strategy, potentially using MLOps platforms/tools (e.g., MLflow, Kubeflow, Azure Machine Learning, AWS SageMaker).",,,,FALSE,high,
2052,REQ-7-005,Functional,"The system shall provide model explainability features (e.g., SHAP, LIME) for predictive maintenance predictions where feasible. It shall include a user feedback mechanism to validate or correct predictions, with feedback logged for model refinement. The system shall allow authorized users to upload pre-trained custom models or fine-tune existing models with their operational data.",Advanced Analytics & Artificial Intelligence (AI/ML),"The system will aim to provide model explainability features (e.g., using techniques like SHAP or LIME where feasible) to help users understand the basis of predictions. A feedback mechanism will allow users to validate or correct maintenance predictions, which can be used for future model refinement. The system may allow users to upload or train custom models, or fine-tune existing ones with their specific operational data.",,,,FALSE,medium,
2053,REQ-7-006,Technical,"The system shall store AI-related unstructured data and model artifacts (e.g., model parameters, feature vectors, training datasets metadata) using NoSQL databases (e.g., MongoDB) or blob storage, with defined schemas or structures for organization, versioning, and retrieval.",Advanced Analytics & Artificial Intelligence (AI/ML),"AI-related unstructured data or model artifacts may utilize NoSQL databases (e.g., MongoDB) or blob storage, with defined schemas or structures.",,,,FALSE,medium,
2054,REQ-7-007,NonFunctional,"The system's predictive maintenance features, including model development, training, fine-tuning, and deployment, shall adhere to documented ethical AI principles (fairness, transparency, accountability) and comply with applicable data privacy regulations (e.g., GDPR, CCPA) for all data used. Data privacy for customer-specific data shall be ensured throughout the model lifecycle.",Advanced Analytics & Artificial Intelligence (AI/ML),"Data privacy considerations for data used in model training or fine-tuning, especially if customer-specific data is involved, will be addressed. Ethical AI principles, including fairness, transparency, and accountability, must guide the development and deployment of predictive maintenance models. All data used for training must comply with data privacy regulations.",,,,FALSE,high,
2055,REQ-7-008,Functional,"The system shall employ AI models (statistical or deep learning) to detect and flag anomalies in real-time operational data. It shall support detection of point anomalies, contextual anomalies, and collective anomalies. The system shall allow configuration of detection thresholds and generate alerts for detected anomalies.",Advanced Analytics & Artificial Intelligence (AI/ML),"Detects unusual patterns in real-time data using AI. Employs statistical or deep learning models to flag anomalies. The system will be designed to detect various types of anomalies, including point, contextual, and collective anomalies. Configurable thresholds and alerts.",,,,FALSE,high,
2056,REQ-7-009,Functional,"The system shall enforce and utilize clearly documented input data requirements for anomaly detection models, including expected data quality levels, data sources, and necessary preprocessing steps.",Advanced Analytics & Artificial Intelligence (AI/ML),"Input data requirements, including expected data quality and preprocessing steps for anomaly detection models, will be documented.",,,,FALSE,high,
2057,REQ-7-010,Functional,"The system shall provide AI model management for anomaly detection, consistent with REQ-7-004, including model deployment, versioning, performance monitoring (e.g., false positive/negative rates), and retraining strategies. This includes support for user customization of anomaly detection models and adherence to data privacy for training data.",Advanced Analytics & Artificial Intelligence (AI/ML),"The AI model management strategy, AI/ML frameworks, and MLOps considerations (as detailed in AI-Driven Predictive Maintenance), including data privacy for training data, will also apply here, covering deployment, versioning, performance monitoring, retraining, and potential user customization of anomaly detection models.",,,,FALSE,high,
2058,REQ-7-011,Functional,"The system shall provide a user interface for authorized users to review details of detected anomalies, label them (e.g., true positive, false positive, specific anomaly type), and manage their lifecycle. This feedback shall be logged and made available for model retraining and performance improvement.",Advanced Analytics & Artificial Intelligence (AI/ML),"A user interface will be provided for reviewing, labeling, and managing detected anomalies, facilitating model retraining and performance improvement.",,,,FALSE,high,
2059,REQ-7-012,Functional,"The system shall support configurable workflows for reviewing, investigating, and responding to detected anomalies, including mechanisms for escalation of critical anomalies. The system must provide tools and metrics to facilitate regular review of anomaly detection model performance (e.g., false positive/negative rates, precision, recall) and support model retraining or adjustment using user feedback.",Advanced Analytics & Artificial Intelligence (AI/ML),"Business Rule: A defined workflow for reviewing, investigating, and responding to detected anomalies must be established. Business Rule: The performance of anomaly detection models must be regularly reviewed, and models retrained or adjusted as necessary. User feedback is critical.",,,,FALSE,high,
2060,REQ-7-013,Functional,"The system shall enable users to query OPC data using natural language text input via the user interface. The system shall also support voice input for submitting natural language queries, if the Voice Control feature is enabled.",Advanced Analytics & Artificial Intelligence (AI/ML),Enables data queries using natural language. Supports voice input.,,,,FALSE,medium,
2061,REQ-7-014,Functional,"The system shall integrate Natural Language Processing (NLP) capabilities, supporting specified services (e.g., Google Cloud NL, Azure Cognitive Services, or on-premise spaCy), for intent recognition and entity extraction from user queries. The system shall support a documented list of languages for NLQ, starting with English, with an architecture allowing for future language expansion.",Advanced Analytics & Artificial Intelligence (AI/ML),"Integrates NLP (e.g., Google Cloud Natural Language, Azure Cognitive Service for Language, or open-source libraries like spaCy if on-premise solutions are needed) to process queries. This involves intent recognition and entity extraction capabilities. Supported languages for Natural Language Querying will be specified.",,,,FALSE,high,
2062,REQ-7-015,Functional,"The system shall provide a user-configurable mapping or aliasing system allowing authorized users to define semantic names, contexts, or tags for OPC data points (e.g., mapping 'TT-101' to 'Reactor 1 Temperature'). This metadata shall be utilized by the NLP engine to improve the interpretation accuracy of queries specific to the user's operational environment.",Advanced Analytics & Artificial Intelligence (AI/ML),"A user-configurable mapping or aliasing system will be provided, allowing users to define semantic names, contexts, or tags for their OPC data points. This metadata enables the NLP engine to correctly interpret queries related to their specific plant, equipment, or processes.",,,,FALSE,high,
2063,REQ-7-016,NonFunctional,"The system shall implement robust error handling for external NLP service integrations, including configurable retries and circuit breaker patterns. For ambiguous or unrecognized natural language queries, the system shall provide fallback mechanisms, such as offering alternative interpretations, asking for clarification, or guiding the user to manual browsing/querying tools.",Advanced Analytics & Artificial Intelligence (AI/ML),"Robust error handling, retry mechanisms, circuit breaker patterns, and fallback strategies will be implemented for the integration with external NLP services. The system will include a fallback mechanism for ambiguous or unrecognized queries.",,,,FALSE,medium,
2064,REQ-7-017,NonFunctional,"The system shall ensure data privacy for logged natural language queries and any associated voice input data, particularly if processed by third-party NLP services. This includes compliance with relevant data privacy regulations and providing options for data anonymization or on-premise processing for sensitive environments.",Advanced Analytics & Artificial Intelligence (AI/ML),"Data privacy considerations for logged queries or voice input data will be addressed, especially if processed by third-party services.",,,,FALSE,high,
2065,REQ-7-018,Functional,"The system shall use AI capabilities to generate reports that summarize data trends, highlight detected anomalies, and identify key performance indicators (KPIs) and potential operational issues from OPC and related data sources.",Advanced Analytics & Artificial Intelligence (AI/ML),"Generates reports based on data trends and anomalies. Uses AI to create customized reports, highlighting KPIs and issues.",,,,FALSE,high,
2066,REQ-7-019,Functional,"The system shall provide a user interface for authorized users to create and customize report templates, allowing selection of data sources (OPC tags, historical data, AI model outputs), KPIs, chart types, and branding elements (e.g., logos, color schemes). Data models for report inputs shall be clearly defined, and the system shall implement data validation rules for these inputs.",Advanced Analytics & Artificial Intelligence (AI/ML),"Users will have options to customize report templates, including selecting data sources, KPIs, chart types, and branding elements. Data validation rules for inputs to report generation will be implemented.",,,,FALSE,high,
2067,REQ-7-020,Functional,"The system shall support scheduled (e.g., daily, weekly) and event-triggered generation of AI-driven reports. Reports shall be exportable in PDF, Excel, and HTML formats. The system shall support report distribution via email, download from the web UI, and saving to configured network locations. Data retention policies for generated reports shall be configurable by administrators.",Advanced Analytics & Artificial Intelligence (AI/ML),"Supports scheduled or event-triggered reporting in various formats (e.g., PDF, Excel, HTML). Reports can be distributed via multiple channels. Data retention policies for generated reports will be configurable.",,,,FALSE,high,
2068,REQ-7-021,Technical,"The server-side application component shall host backend services for AI-driven report generation, utilizing specified reporting libraries or tools (e.g., QuestPDF, ClosedXML for .NET). The system may also support integration with external Business Intelligence (BI) platforms for advanced reporting capabilities.",Advanced Analytics & Artificial Intelligence (AI/ML),"Backend services for AI and reporting will be part of the server-side application component, utilizing reporting generation libraries or tools (e.g., QuestPDF, ClosedXML for .NET, or integration with BI platforms).",,,,FALSE,medium,
2069,REQ-7-022,Functional,"The system shall support version control and archiving for generated reports, particularly those designated as containing regulatory compliance data, adhering to configured data retention policies. The system shall integrate with RBAC to manage distribution lists and access permissions for sensitive reports. The system shall provide mechanisms to support customer-defined workflows for validation and sign-off of AI-generated reports before official dissemination.",Advanced Analytics & Artificial Intelligence (AI/ML),Business Rule: All automated reports containing regulatory compliance data must be version-controlled and archived. Business Rule: The distribution list and access permissions for sensitive reports must be managed. Business Rule: A validation and sign-off process may be required for certain types of AI-generated reports.,,,,FALSE,medium,
2070,REQ-8-001,Functional,"The system shall execute lightweight AI models on designated edge devices to process data locally. It shall be compatible with specified edge hardware including NVIDIA Jetson, Raspberry Pi, and industrial PCs. The system must support AI model deployment using TensorFlow Lite, ONNX Runtime, NVIDIA Triton Inference Server for edge, and Azure IoT Edge ML modules. Execution shall adhere to defined resource constraints, including maximum model size and target inference latency for specific hardware.",External System Integration & Edge Capabilities,"Runs lightweight AI models on edge devices to process data locally, reducing bandwidth and latency. Compatible with edge hardware like NVIDIA Jetson, Raspberry Pi, or industrial PCs. Resource constraints for edge AI models (e.g., maximum model size, target inference latency on specified hardware) will be defined. Frameworks for edge AI deployment (e.g., TensorFlow Lite, ONNX Runtime, NVIDIA Triton Inference Server for edge, Azure IoT Edge ML modules) will be supported.",,,,FALSE,high,
2071,REQ-8-002,Functional,"The system shall perform data validation on edge-sourced data prior to processing or queuing. It shall use secure communication protocols (MQTT over TLS, HTTPS) for edge device management, model deployment, and data synchronization. Edge components must support offline operation for a user-configurable duration, securely queuing data and model outputs. Queued data must be synchronized with the central server upon connectivity restoration, with mechanisms to handle data conflicts or inconsistencies.",External System Integration & Edge Capabilities,"Data validation will be performed on edge-sourced data before processing or queuing. Secure communication protocols (e.g., MQTT over TLS, HTTPS) will be used for edge device management, model deployment, and data synchronization with the central server. Edge components will support offline operation for a configurable duration, queuing data and model outputs for synchronization with the central server when connectivity is restored; data security measures for queued data on edge devices will be implemented.",,,,FALSE,high,
2072,REQ-8-003,Functional,"The system shall provide remote management capabilities for edge devices, including secure deployment of new or updated AI models, secure software updates, and secure remote configuration changes.",External System Integration & Edge Capabilities,"Remote management capabilities will include secure deployment of new/updated AI models, software updates, and configuration changes to edge devices.",,,,FALSE,medium,
2073,REQ-8-004,Functional,"The system shall connect to specified IoT platforms (AWS IoT, Azure IoT, Google Cloud IoT) for extended functionality. It must support standard IoT communication protocols including MQTT, AMQP, and HTTPS. Data exchange shall utilize standard serialization formats such as JSON or Protocol Buffers (Protobuf).",External System Integration & Edge Capabilities,"Connects to IoT ecosystems for extended functionality. Supports AWS IoT, Azure IoT, and Google Cloud IoT for cloud-based analytics, storage, and visualization, using standard IoT protocols like MQTT, AMQP, or HTTPS and data serialization formats like JSON or Protobuf.",,,,FALSE,high,
2074,REQ-8-005,Functional,"The system shall provide configurable data mapping and transformation rules to align OPC data with target IoT platform schemas. It must implement data validation for data received from IoT platforms. Secure device provisioning and credential management for IoT platform communication shall be supported. Bi-directional communication between the OPC client and IoT platforms must be supported. Integrations shall implement robust error handling, retry mechanisms, circuit breaker patterns, and fallback strategies.",External System Integration & Edge Capabilities,"The system will provide flexible data mapping and transformation capabilities, with clearly defined rules, to align OPC data structures with the schemas required by target IoT platforms. Data validation for data received from IoT platforms will be implemented. Secure device provisioning and credential management for communication with IoT platforms will be supported... Bi-directional communication will be supported... Robust error handling, retry mechanisms, circuit breaker patterns, and fallback strategies will be implemented for these integrations.",,,,FALSE,high,
2075,REQ-8-006,Functional,"The system shall integrate with specified AR devices (HoloLens, AR-enabled tablets/smartphones) to overlay real-time OPC data onto physical machinery. It must support AR visualizations including numerical readouts, historical trend charts, and status indicators. AR interaction methods shall include gaze and standard mobile touch gestures, with optional support for voice commands. The system shall support AR applications developed using Unity (with MRTK or Vuforia), Unreal Engine, or native ARCore/ARKit. Real-time data shall be securely streamed to AR applications via WebSockets or a dedicated secure API endpoint.",External System Integration & Edge Capabilities,"Integrates with AR devices (e.g., HoloLens, AR-enabled tablets/smartphones) to overlay real-time data on machinery... AR visualizations will include options for displaying data as numerical readouts, historical trend charts, status indicators... Interaction methods in AR will support gaze, standard mobile touch gestures... and potentially voice commands... AR development will utilize platforms/SDKs like Unity with MRTK or Vuforia, Unreal Engine, or native ARCore/ARKit. Real-time data will be streamed to the AR application via WebSockets or a dedicated secure API endpoint.",,,,FALSE,medium,
2076,REQ-8-007,Functional,"The system shall use a private permissioned blockchain (e.g., Hyperledger Fabric, Ethereum private network) to record critical data exchanges for traceability and compliance. It must provide a configuration interface for users to define 'critical data' based on OPC tags, events, or data change thresholds. Critical data exchanges, after successful OPC server acknowledgement, shall be asynchronously queued and committed to the blockchain via smart contracts, without impacting primary operation latency. The data model for blockchain entries and associated off-chain data (if used) shall be defined.",External System Integration & Edge Capabilities,"Uses a private permissioned blockchain (e.g., Hyperledger Fabric, Ethereum with private network configuration) to record critical data exchanges... A configuration interface will be provided, allowing users to select specific OPC tags, events, or data change thresholds that should be considered 'critical'... Criteria for 'critical data' will be configurable... When such critical data is exchanged... the data designated for blockchain logging... will then be asynchronously queued and committed to the blockchain via smart contracts... without impacting the latency of the primary time-critical operation.",,,,FALSE,medium,
2077,REQ-8-008,Functional,The system shall provide a secure and user-friendly process for authorized users to retrieve blockchain records and verify the integrity of logged critical data. This process must include tools for cryptographic verification of off-chain data against on-chain hashes if off-chain storage is used. Configuration changes related to blockchain integration must be auditable.,External System Integration & Edge Capabilities,"A secure and user-friendly process will be provided for retrieving and verifying data integrity using the blockchain records, potentially including tools for cryptographic verification of off-chain data against on-chain hashes. This configuration itself will be auditable.",,,,FALSE,medium,
2078,REQ-8-009,Functional,"The system shall integrate voice recognition services (including specified cloud-based and on-device/local options) for hands-free client control and data querying. It must support specified languages (initially English) and a documented command grammar and scope. Clear feedback (visual or audio) shall be provided for voice commands. The system shall allow users to define custom voice commands or aliases. Data privacy for voice commands and transcriptions must be ensured, especially if using third-party services. Integration with voice services must include robust error handling, retries, and fallback mechanisms.",External System Integration & Edge Capabilities,"Integrates voice recognition (e.g., Google Cloud Speech-to-Text, Azure Cognitive Service for Speech, or on-device/local network options like Picovoice...) for controlling the client or querying data. Supported languages for voice control will be specified... A defined command grammar and scope will specify the range of voice interactions supported... The system will provide clear feedback for voice commands... Users may have the ability to define custom voice commands or aliases... Data privacy for voice commands... will be ensured. Robust error handling... will be implemented for the integration with external voice recognition services.",,,,FALSE,low,
2079,REQ-8-010,Functional,"The system shall connect to digital twin platforms for simulation and testing, adhering to standards such as AAS, DTDL, or OPC UA for Digital Twin integration where applicable. It must support bi-directional data flow, including feeding real-time OPC data to the digital twin and receiving setpoints/commands from the twin for the OPC client. Configurable and documented data mapping/transformation rules between OPC and Digital Twin models shall be provided. The system must perform data validation for data received from Digital Twin platforms.",External System Integration & Edge Capabilities,"Connects to digital twins for simulation and testing... Interaction will adhere to standards or protocols like Asset Administration Shell (AAS), Digital Twin Definition Language (DTDL), or OPC UA for Digital Twin integration... The scope of interaction will include bi-directional data flow: feeding real-time OPC data to the digital twin and potentially receiving setpoints or commands from the twin back to the OPC client... Data mapping and transformation rules between OPC data models and Digital Twin models will be configurable and documented. Data validation for data received from Digital Twin platforms will be implemented.",,,,FALSE,medium,
2080,REQ-8-011,NonFunctional,"The system shall allow configuration of data synchronization frequency between the OPC client and the digital twin. It must support versioning of digital twin models, ensuring compatibility or providing clear guidance for interfacing with different versions. Secure communication channels and robust authentication mechanisms shall be used for all data exchange with digital twin platforms.",External System Integration & Edge Capabilities,Data synchronization frequency between the OPC client and the digital twin will be configurable... The system will support versioning of digital twin models and ensure compatibility or provide clear guidance when interfacing with different twin versions. Secure communication channels and authentication mechanisms will be used when exchanging data with digital twin platforms.,,,,FALSE,medium,
2081,REQ-9-001,Functional,The system shall implement Role-Based Access Control (RBAC) to manage user access levels and support concurrent users. User management shall be configurable to use either a centralized Identity Provider (IdP) via OAuth 2.0/OpenID Connect or an internal user management system.,"Commercialization, Support & Maintenance","Implements RBAC to control access levels, supporting concurrent users, managed via the centralized IdP or an internal user management system.",,,,FALSE,high,
2082,REQ-9-002,Functional,"The system shall provide a set of predefined default user roles (e.g., Administrator, Engineer, Operator, Viewer) with appropriate, documented permission sets. The system shall allow administrators to customize these default roles and create new custom roles by assigning specific permissions. A clear data model for user roles and permissions shall be defined and documented.","Commercialization, Support & Maintenance","The system will provide a set of predefined default roles (e.g., Administrator, Engineer, Operator, Viewer) with typical permission sets, which can be customized. The data model for user roles and permissions will be defined.",,,,FALSE,high,
2083,REQ-9-003,Functional,"The system shall log all user management actions, including user account creation, deletion, status changes (e.g., enable/disable), role assignments/unassignments, and permission modifications, in a secure and auditable trail. Audit logs shall include timestamp, acting user, affected user, action performed, and outcome.","Commercialization, Support & Maintenance","All user management actions (creation, deletion, role changes, permission modifications) will be logged in an audit trail.",,,,FALSE,high,
2084,REQ-9-004,Functional,"The system shall provide a web-based centralized management dashboard, served by the server-side application component. This dashboard shall enable authorized administrators to monitor the status and performance of, and comprehensively configure, all managed OPC client instances across different sites, including client instances deployed headlessly.","Commercialization, Support & Maintenance","Provides a web-based dashboard, served by the server-side application component of the hybrid architecture, for monitoring and comprehensively configuring clients across sites. This includes the ability to fully manage all client instances, including those deployed headlessly.",,,,FALSE,high,
2085,REQ-9-005,Functional,"The centralized management dashboard shall support bulk operations for configuring multiple client instances simultaneously (e.g., deploying standard configurations, initiating software updates). The dashboard shall display Key Performance Indicators (KPIs) summarizing the overall health, connectivity, and performance of all managed client instances, with documented data sources for these KPIs. All administrative functions available through the dashboard shall be clearly documented in the Administrator Guide.","Commercialization, Support & Maintenance","The centralized dashboard will support bulk operations for configuring multiple client instances simultaneously (e.g., deploying standard configurations, updating software). Key Performance Indicators (KPIs) summarizing the overall health, connectivity, and performance of all managed client instances will be prominently displayed on the centralized dashboard, with defined data sources for these KPIs. Administrative functions available through this interface will be clearly documented.",,,,FALSE,high,
2086,REQ-9-006,Functional,"The system shall support flexible licensing models, including options such as per-user, per-site, or subscription-based. The system shall enable tiered features, where available functionality is determined by the acquired license level.","Commercialization, Support & Maintenance","Includes per-user, per-site, or subscription-based models, with tiered features.",,,,FALSE,high,
2087,REQ-9-007,Technical,"License management, including activation, validation, and enforcement, shall be handled by a dedicated licensing system. This system may be a commercial off-the-shelf solution or a proprietary system incorporating license key generation and validation server capabilities.","Commercialization, Support & Maintenance","License management will be handled by a dedicated licensing system (e.g., a commercial solution like Flexera or a proprietary system with a license key generation and validation server).",,,,FALSE,high,
2088,REQ-9-008,Functional,"The licensing system shall support a configurable grace period, allowing continued system operation for a limited time in case of temporary license validation issues, with clear notifications provided to administrators regarding the issue and remaining grace period. The system shall also support a secure offline license activation and validation mechanism for environments without persistent internet access.","Commercialization, Support & Maintenance","The licensing system will define a grace period for continued operation in case of temporary license validation issues, with clear notifications to administrators. For environments without internet access, an offline license activation and validation mechanism will be supported.",,,,FALSE,high,
2089,REQ-9-009,NonFunctional,"The system shall be delivered with comprehensive technical documentation sets, including at a minimum: User Manual, Administrator Guide, Installation Guide, API Documentation (for all public APIs), Troubleshooting Guide, and Release Notes for each version. This documentation shall be hosted on a readily accessible platform (e.g., ReadtheDocs, Confluence, or a dedicated custom portal).","Commercialization, Support & Maintenance","Includes documentation (User Manual, Administrator Guide, Installation Guide, API Documentation, Troubleshooting Guide, Release Notes) hosted on a platform like ReadtheDocs, Confluence, or a custom portal.",,,,FALSE,high,
2090,REQ-9-010,NonFunctional,"Technical support services, including access to tutorials, shall be provided as part of the license agreement. Support requests shall be managed through a designated support ticketing system (e.g., Jira Service Desk, Zendesk, Freshdesk). Service Level Agreements (SLAs) for technical support, detailing response times and target resolution times based on issue severity, shall be clearly defined and communicated.","Commercialization, Support & Maintenance","Includes documentation... tutorials, and 24/7 support as part of the license, managed through a support ticketing system (e.g., Jira Service Desk, Zendesk, Freshdesk). Service Level Agreements (SLAs) for technical support, detailing response times and target resolution times based on issue severity, will be clearly defined.",,,,FALSE,high,
2091,REQ-9-011,NonFunctional,"Comprehensive training materials shall be developed and made available in various formats, such as written documentation, video tutorials, and potentially interactive e-learning modules. A detailed training plan shall be created, identifying target audiences (administrators, engineers, operators, maintenance staff), curriculum, delivery methods (e.g., instructor-led, self-paced), and schedule. Plans for post-go-live refreshment training and new feature training shall be established.","Commercialization, Support & Maintenance","Training materials will be available in various formats, including written documentation, video tutorials, and potentially interactive e-learning modules. A detailed training plan, including target audience identification... schedule, will be developed... Post-go-live refreshment training and new feature training will also be planned and budgeted for.",,,,FALSE,high,
2092,REQ-9-012,NonFunctional,"A publicly accessible knowledge base and/or community forum shall be established and maintained to facilitate self-service support and peer-to-peer assistance. A clear policy for scheduled maintenance windows for server-side components, including minimum notification period, typical duration, and expected frequency, shall be defined and communicated to all customers.","Commercialization, Support & Maintenance","A publicly accessible knowledge base and/or community forum will be maintained for self-service support and peer-to-peer assistance. A defined policy for maintenance windows for server-side components (e.g., notification period, typical duration, frequency) will be communicated to customers.",,,,FALSE,medium,
2093,REQ-9-013,NonFunctional,"The system software shall receive regular updates, including new features, security patches, and compatibility improvements. A general release cadence (e.g., major releases annually, minor releases quarterly, patches as needed) shall be established and communicated to customers.","Commercialization, Support & Maintenance","Delivers new features, security patches, and compatibility improvements regularly. A general release cadence will be communicated (e.g., major releases annually, minor releases quarterly, patches as needed).",,,,FALSE,high,
2094,REQ-9-014,Technical,"All source code for the system shall be managed using a distributed version control system (e.g., Git). Code repositories shall be hosted on a secure, managed platform (e.g., GitHub, GitLab, Azure Repos).","Commercialization, Support & Maintenance","Development will use a version control system (e.g., Git) with repositories hosted on platforms like GitHub, GitLab, or Azure Repos.",,,,FALSE,medium,
2095,REQ-9-015,Technical,"A Continuous Integration/Continuous Deployment (CI/CD) pipeline (e.g., using Jenkins, GitLab CI, Azure DevOps, GitHub Actions) shall be implemented to automate the building, comprehensive testing, and deployment of software updates. The testing strategy within the pipeline shall include unit, integration, end-to-end, performance, and security (SAST, DAST) tests. Software updates shall be delivered to customers via a secure mechanism (e.g., package manager repositories, in-app update notifications with secure download links, or direct secure deployment for cloud components).","Commercialization, Support & Maintenance","A CI/CD pipeline will automate building, testing (unit, integration, E2E, performance, security), and deploying updates. Updates will be delivered via a secure mechanism.",,,,FALSE,high,
2096,REQ-9-016,NonFunctional,"A documented and tested rollback strategy shall be in place, allowing administrators to revert the system or its components to a previous stable version in case of critical issues introduced by an update. Each software update shall be accompanied by comprehensive release notes detailing new features, improvements, bug fixes, known issues, and any breaking changes.","Commercialization, Support & Maintenance","A documented rollback strategy will be in place for reverting to a previous stable version in case of critical issues with an update. Comprehensive release notes detailing new features, improvements, bug fixes, and any breaking changes will accompany each update.",,,,FALSE,high,
2097,REQ-9-017,NonFunctional,"The server-side application components of the system shall have a defined overall system availability target (e.g., 99.9% uptime, excluding scheduled maintenance windows). Mechanisms shall be in place to monitor adherence to this availability target.","Commercialization, Support & Maintenance","Overall system availability targets (e.g., 99.9% for server-side components, excluding scheduled maintenance) will be defined and monitored.",,,,FALSE,high,
2098,REQ-9-018,Functional,"The system shall provide reporting capabilities that allow administrators to generate reports listing user accounts, their assigned roles, and the permissions associated with those roles. These reports are intended to facilitate periodic user access reviews by customer organizations.","Commercialization, Support & Maintenance","Business Rule: User access rights and roles must be reviewed periodically (e.g., quarterly) by department managers or system owners to ensure they align with current job responsibilities (principle of least privilege).",,,,FALSE,medium,
